label|text
ENTP|It is necessary to be a fox to discover snares and a lion to terrify wolves. Those who rely simply on the lion do not understand.
ENTP|Machiavelli presents the most serious events in a boisterous ... tempo of the gallop, and with the best, wantonest humor.
ENTP|I have written on all sorts of subjects and yet I have no enemies, except indeed all the Whigs, all the Tories and all the Christians.
ENTP|I cannot but consider myself as a kind of resident or ambassador from the dominions of learning to those of conversation.
ENTP|Hume was at once a philosopher and a darling of the Paris salons.
ENTP|Hume is not capable of concentrated attention. ... He seems to spin thoughts out of his own brain without any regard for religion or tradition.
ENTP|Everything's changing, everything's dynamic. ... You get this idea, and you get another idea, and this doesn't work out and you have to replace it with something else.
ENTP|All the best things that I did at Apple came from ... not having done it before, ever. Every single thing that we came out with that was really great, I'd never once done that thing in my life.
ENTP|Creative things have to sell to get acknowledged. ... Steve Jobs didn't really set the direction of my ... designs but he did the more important part of turning them into a product that would sell.
ENTP|Steve Jobs always saw a way to make a quick buck off my designs. ... The lofty talk came much further down the line.
ENTP|We have to remember that what we observe is not nature herself, but nature exposed to our method of questioning.
ENTP|I am so curious about everything new.
ENTP|Scientific progress calls for no more than the absorption and elaboration of new ideas - and this is a call most scientists are happy to heed.
ENTP|Even for the physicist his ability to explain his work in plain language will be the criterion of the degree of understanding that has been reached.
ENTP|Modern physics takes a definite stand against Democritus and for Plato.
ENTP|One should always be willing to carry on the discussion in the opponent's terminology.
ENTP|Since we can never know anything for sure, it is simply not worth searching for certainty.
ENTP|For me, both philosophy and science lose all their attraction when they become specialisms. ... Specialization may be a great temptation for the scientist. For the philosopher it is the mortal sin.
ENTP|The true Enlightenment thinker ... seeks not to convince but to arouse - to challenge others to form free opinions.
ENTP|The 'lofty depth' that Hegel ascribes to himself is an unmixed metaphor that works out to flatness.
ENTP|Do not fear to be eccentric in opinion, for every opinion now accepted was once eccentric.
ENTP|Marx was driven to change the world and I should say that my goal is the very opposite. My goal is to understand.
ENTP|This world is not something in which certainty is possible ... and therefore you must learn to act on things which you still very much doubt.
ENTP|Russell brought philosophy down to earth, with clarity and wit.
ENTP|Hume was merely the Bertrand Russell of his time.
ENTP|I never meant to say that the Conservatives are generally stupid. I meant to say that stupid people are generally Conservative.
ENTP|Stupidity is much the same all the world over. A stupid person's notions and feelings may confidently be inferred from those which prevail in his circle.
ENTP|The first intellectual operation in which I arrived at any proficiency, was dissecting a bad argument, and finding in what part the fallacy lay.
ENTP|As a boy I was disputatious, and did not scruple to give direct contradictions to things which I heard said.
ENTP|Mill had an allergy to dogma, including his own.
ENTP|The first emotion in the human mind is curiosity. ... Curiosity blends itself more or less with all our passions.
ENTP|Curiosity ... has an appetite which is very sharp, but very easily satisfied; and it has always an appearance of giddiness, restlessness, and anxiety.
ENTP|We are creatures designed for contemplation as well as action.
ENTP|In conversation, Burke's wit was felicitous.
ENTP|It is ironic that the father of conservatism was himself a man who wrote and spoke with such imaginative flair.
ENTP|No one ever poured forth such a flood of thought - so many original combinations of inventive genius ... all intermingled with the liveliest sallies of wit.
ENTP|Burkean conservatism is a fine application of reason.
ENTP|I'm not a natural leader. I'm too intellectual; I'm too abstract; I think too much.
ENTP|If I'm going to be president, we're going to make mistakes. You can't have change on the level I want and not make mistakes.
ENTP|I think Obama worked very hard at being a person who is normal, reasonable, moderate, bipartisan, transparent, accommodating - none of which was true. ... He was being the person he needed to be. ... He was authentically dishonest.
ENTP|Gingrich is very entertaining. ... He has a lot of knowledge and he comes up with some quite creative ideas.
ENTP|Gingrich is one of the smartest, most creative figures in politics. But he is also a bomb thrower who can be bombastic, erratic and an intellectual bully.
ENTP|In my Nobel Peace Prize speech I wanted to make an argument that didn't allow either side to feel too comfortable.
ENTP|As an adolescent I was arguing all the time, usually about me failing to abide by ... petty and arbitrary rules. I found that I could generally win these arguments.
ENTP|There are some things about being president that I still have difficulty doing. For example, faking emotion. Because I feel it is an insult to the people I'm dealing with.
ENTP|My wife makes fun of how routinized I've become. It's not my natural state. ... But at some point in my life I overcompensated.
ENTP|Obama is an intellectual. ... He's not a moralizer.
ENTP|To revolutionize society you certainly don't have to convince the majority of the public, because most of the public will follow anything that happens.
ENTP|John Stuart Mill was the quintessence of soft rather than hardcore, a woolly-minded man of mush.
ENTP|There is one good thing about Marx: He was not a Keynesian.
ENTP|In the long run we are all dead.
ENTP|He did not like to write more than once about any subject ... so each piece he wrote was new and fresh.
ENTP|We tend to think that a problem is either economic or political or military. ... It is hard for us to understand that we have to be able to do military, political, economic and psychological things, all simultaneously.
ENTP|He is ... soft and not sophisticated.
ENTP|He would squeeze me for my ideas the way one would squeeze a sponge.
ENTP|The Kissinger wit can always be counted on.
ENTP|Kissinger's furtive style and chameleon instincts make capturing his true colors difficult.
ENTP|The party elite is a bunch of zombies with a slave mentality. I want them to have more courage and determination.
ENTP|Mao was always in search of the new, the untested, the untried, both in his private life and in the affairs of the nation.
ENTP|Mao was interested in history and he used the stories of China's past both to understand and to manipulate the present.
ENTP|The stories about Mao do not match. ... Indeed, it is a theme: There are multiple Maos, and to settle on one dominant image is to distort the whole.
ENTP|I like talking and listening with a calm manner and a logical reasoning.
ENTP|I am worried at the thought that progress would be sacrificed for the stagnant mentality, action-dodging and conservatism of some people.
ENTP|What have the Zionists done ... that the U.S. administration feels obliged to blindly support them? Is it not because they have imposed themselves on ... the banking, financial, cultural and media sectors?
ENTP|Ahmadinejad is a personality of a different intellectual caliber, erudition ... and world outlook than his predecessors.
ENTP|He presents ideas drawn from a curiously mixed bag.
ENTP|My comedy is irreverent so that people not take their dogma too seriously.
ENTP|I'm not going to censor myself to comfort your ignorance.
ENTP|He can process and distill a vast, complex knowledge base into manageable, crystal-clear chunks.
ENTP|Everybody was always a little afraid of messing with Jon because he was so quick-witted.
ENTP|Jon Stewart is brilliant.
ENTP|Stewart deploys quite a high level of wit and possesses a mind that is elegant, not abusive.
ENTP|We need more people speaking out. This country is not overrun with rebels and free thinkers. It's overrun with sheep and conformists.
ENTP|I do think the patriotic thing to do is to critique my country. How else do you make a country better but by pointing out its flaws?
ENTP|I don't want to live in a country where no one ever says anything that offends anyone.
ENTP|If we take the spontaneity out of our discourse, we'll end up with people who never say anything but the safest, blandest, emptiest ... platitudes.
ENTP|'Borat' is not a joke on Kazahkstan. The joke is on the people who can believe that the Kazahkstan I describe can exist.
ENTP|He has no respect for sacred cows, political, religious, social, or otherwise.
ENTP|He is a brilliant satirist but when he was a student of mine he showed obvious academic potential. ... If only he had followed my advice, he could have been a serious historian.
ENTP|I've always been prepared to say what some people consider to be the 'unsayable.'
ENTP|I quite like the media hating me. ... Once they've shown signs of weakness you really can go for them.
ENTP|I've got no idea what makes cars work. If somebody told me to change the plugs, I'd be looking in the boot. I'm interested in what cars say about you, not what makes them work.
ENTP|He refuses to countenance any form of political correctness.
ENTP|I don't think I'm cynical. I'm skeptical.
ENTP|I like the idea of ... discovering new things all the time.
ENTP|I'm not ... pro- or anti-anything. ... I'm giving you the whole experience. Then you can decide for yourself.
ENTP|George Lucas and Steven Spielberg ... they only go so far, and their view of the world is rather simplistic.
ENTP|I'm trying to make people perceive the world in a different way. ... I don't want to reassure people. I want them to think and question the world they are living in. ... We live in a surreal world, and nobody notices it.
ENTP|Looking back on my education I started to get angry. I thought: 'Why was I given this rubbish? This tenth-rate series of platitudes?'
ENTP|My message is: 'Work it out for yourselves, you're all individuals, and don't do what people tell you to do.'
ENTP|Monty Python is a critique of closed systems of thought. ... Systems by which, whatever evidence is given to a person, he merely adapts it. ... Once ... no contrary evidence can come in, I think it is very dangerous.
ENTP|With regards to my criminal record I think I've been lucky, because my frequent appearances on Court TV have brought my fame to another level than 'just the actor guy.'
ENTP|I love change.
ENTP|Conversations with Robert Downey Jr. are rarely linear. ... Sometimes it takes a moment to realize how one thing might relate to the next.
ENTP|He's this incredible amalgam of contradictory traits that is never boring. He's completely eccentric ... and has a kind of never-grow-up quality.
ENTP|For me freedom of speech reigns just below the right to sustain life itself.
ENTP|It is appalling how prickly and intolerant society has become of even the mildest adverse comment.
ENTP|For me, the best way to increase society's resistance to insulting or offensive speech is to allow a lot more of it.
ENTP|Life itself has no plot!
ENTP|I need order around me because I am a transgressor.
ENTP|Freud forces us to think, Jung permits us to imagine, to dream.
ENTP|Reading Jung freed me from my guilt and inferiority which stemmed from my inability to organize.
ENTP|In Fellini's interviews he makes jokes and says preposterous things that you know he can't possibly mean.
ENTP|Everything I have not known before interests me more than everything I have seen in my life.
ENTP|I prefer to do all my work in the evening ... and then send everything in. I'm not even there in the studio. ... My work is very conceptual.
ENTP|I read 10 books at the same time. My favorite ... is Spinoza, but I have superficial books too, and magazines. ... I want to know everything. I want to see everything.
ENTP|Seriousness is no more a guarantee of truth ... than humor is a guarantee of superficiality.
ENTP|I like to wake up each morning and not know what I think, that I may reinvent myself in some way.
ENTP|I have always felt unable to ... become part of the tribe. ... I have always sniped or joked from the sidelines.
ENTP|Incuriosity is the oddest and most foolish failing there is.
ENTP|The worst kind of non-smokers are the ones that come up to you and cough. That's pretty cruel, isn't it? Do you go up to cripples and dance too?
ENTP|A lot of Christians ... wear crosses around their necks. Nice sentiment, but do you think when Jesus comes back he's really going to want to see a cross?
ENTP|I think it's important ... to not just use your same tricks over and over.
ENTP|I enjoy darker sardonic wit more than knock-knock jokes.
ENTP|I'm like a plate-spinner. ... I've got a lot of little plates that I'm trying to keep spinning at the same time.
ENTP|He is a particular personality type: the nerd extrovert.
ENTP|Never believe anything that anyone tells you. This advice is not as cynical as it sounds; it's just that ... you can't take things at face value.
ENTP|I grew up on 'Monty Python'. ... And they just went straight to the core of everything I hold dear as an actor, as a comedian, everything. It was just right up my alley.
ENTP|I maintain a sense of play and creativity and spontaneity.
ENTP|Growing up I knew I was funny.
ENTP|I don't have many answers, just questions.
ENTP|I like not falling back on the same stuff.
ENTP|Keep your mind open to possibilities and your mouth closed on matters that you don't know about.
ENTP|I thrive on the feeling of being able to create your day on the move.
ENTP|I always knew that I could land a joke if I needed to.
ENTP|My characters are really bizarre. They're dark and not really considered great people. It all comes from the same dark place inside me - it's just filtered through comedy.
ENTP|To get to do whatever I want and not to have to answer to anyone - there's something joyful about that.
ENTP|In school I was ... busy talking, insulting teachers and generally playing the clown.
ENTP|I'm a more spontaneous person than my 'X-Files' character. I laugh. I'm crass. I'm raunchy!
ENTP|I think everybody has sexual tension with David.
ENTP|It's good to have a conversation about two different opinions. Always having multiple opinions is a good thing, because then you can have a conversation and learn something from the conversation.
ENTP|My favorite types of playwrights all ... play with ambiguity and not having all the answers in their stories.
ENTP|As a kid I really loved ... Michelle Pfeiffer. I was completely in love with her.
ENTP|I love the way Josh Radnor writes. There is a style to it and it's intelligent and funny.
ENTP|I keep waiting to meet a man who has more balls than I do.
ENTP|It's hard to put me in a box. ... I am so many things.
ENTP|Film studios want a girl to come in and be quiet ... and do as they say. ... It's just not in my nature.
ENTP|Try to contain her in a box, and she'll lift off the lid, rise up, and just soar away every single time.
ENTP|Her candor, her honesty, her boldness, her fire - it all made me want to be more truthful with myself.
ENTP|Why should I downplay myself to make someone else more comfortable?
ENTP|In school I would sit and argue with the teachers and take up everybody's time.
ENTP|Howard Stern said to me: 'You're just too much work.' ... But it's not like I'm trying to be challenging. I just think people get used to a diet of beige and they can't handle it when something shocking ... comes along.
ENTP|I always thought I was more satanic than Manson.
ENTP|I like looking at everything from the perspective that you normally don't get to see. That fascinates me.
ENTP|I like to do everything incredibly hastily.
ENTP|I love Feynman. I would really have liked to have a beer with him. ... I don't know that I'd have had anything specific to ask Feynman, I just have this feeling that we would've gotten along really well.
ENTP|When I met Daniel Dennett we mind-melded for 45 minutes solid. It was fantastic.
ENTP|I have an urge to explore, to create movement, to go faster and faster, and maybe find some kind of peace at the heart of it, a state of pure being.
ENTP|Fellini opened up new realms of possibility for me.
ENTP|He is ... a torrent of ideas and insights.
ENTP|Everything about the man is quick.
ENTP|I'd been acting for a long time and I was really tired of it. I was restless, and a little bored, and I was really eager to investigate different parts of myself.
ENTP|She exhibits a wacky charm and a swift, playful mind.
ENTP|She has a quick mind ... and a highly attuned sense of wordplay that surfaces again and again.
ENTP|'s Bazaar: When she isn'
ENTP|Most films are pretentious nonsense or commercial schlock.
ENTP|I rather hate acting. ... I cling to the fantasy that I could have done something more creative, like writing a book. But ... I don't have the discipline.
ENTP|I'm much happier ad-libbing than delivering scripted lines. Much better. Much freer.
ENTP|In person he doesn't reveal much about himself, but he is so entertaining that it doesn't matter.
ENTP|He's very witty company. I've always found him bright, and he's a fantastic raconteur: he's wicked. He's not like his 'Notting Hill' persona at all.
ENTP|The Western way of singing is very predictable.
ENTP|Punk has become so diluted because there's nothing being generated that's new; it's just recycled.
ENTP|I like ... working in a ... spontaneous environment.
ENTP|A lot of the time you can finish other artists' sentences. 'That's obvious. That's obvious.' It's always obvious.
ENTP|I didn't want to make anything obvious. I wanted to surprise the listener.
ENTP|I'm always motivated to try something new. I don't want to do the same thing over and over and over again.
ENTP|I have a restless spirit and that motivates me to always look for new forms of inspiration.
ENTP|It's easy for me to get really irritated with the world and think that I'm surrounded by moronic people.
ENTP|The No. 1 thing is my resentment of ... group-think mentality.
ENTP|When you're trying to send a message to someone, if you wrap it in humor it sticks a lot better. It's like the sugar with the medicine. People remember things when they laugh.
ENTP|I've got pissing people off down to a science.
ENTP|I get compared to Bill Hicks.
ENTP|My favorite example of the wrong kind of criticism is when someone says, 'It doesn't feel right.'
ENTP|Inspiration isn't something you can schedule, harness, or control.
ENTP|I'm pretty good at arguing, so maybe I would've been a lawyer. I'm not inspired by lawyers - I just know how well I argue with my family members.
ENTP|Nikola Tesla was the greatest geek who ever lived.
ENTP|The only thing Edison truly pioneered was douchebaggery.
ENTP|I can't imagine ... working with somebody who's very politically correct. It would be disastrous.
ENTP|Life is funny, and it's depressing. At the same time.
ENTP|She comes off as candid and witty as her characters.
ENTP|I like ... a band shedding its skin every time there's a new record to be made. I wish more bands would do that.
ENTP|The name Volta is taken from a Federico Fellini book about his films.
ENTP|I'm very much like my character Chandler, with the funny one-liners.
ENTP|To be a comedian, you have to have some darkness behind it.
ENTP|Being on autopilot is the worst thing possible.
ESTP|There is nothing impossible to him who will try.
ESTP 'untrainable'
ESTP|I won over enemies by making them friends and then obligated them to me through benefaction.
ESTP|I have never procrastinated about anything.
ESTP|Alexander was impatient and rash.
ESTP|You have enemies? Good. That means you've stood up for something, sometime in your life.
ESTP|Courage is rightly esteemed the first of human qualities.
ESTP|The youths at the universities ... could pose you entrapping questions or give baffling answers. We never set much store by them or their affected superiority, remembering that they were only at their books, while we were commanding men.
ESTP|I understand. But in case your friend is not running, may I count on your support?
ESTP|I told Churchill that I neither drank nor smoked and was 100 percent fit; he replied ... that he both drank and smoked and was 200 percent fit.
ESTP|We must face life with a high and resolute courage. ... Let us rather run the risk of wearing out than rusting out.
ESTP|It is not the critic who counts, not the man who points out how the strong man stumbled, or where the doer of deeds could have done better. The credit belongs to the man who is actually in the arena.
ESTP|Even if the Man of Action fails, at least he fails while daring greatly; so that his place shall never be with those cold and timid souls who know neither victory or defeat.
ESTP|I have already lived and enjoyed as much life as any nine other men I have known.
ESTP|Roosevelt had a vigor and courage, a vitality and familiarity with all manner of men, with a direct style of action and utterance.
ESTP|A good solution applied with vigor now is better than a perfect solution applied ten minutes later.
ESTP|Some goddamn fool once said that flanks have got to be secure. ... I don't agree with that. My flanks are something for the enemy to worry about, not me. Before he finds out where my flanks are, I'll be cutting the bastard's throat.
ESTP|Bypass the city of Trier. It will take four divisions to capture it.
ESTP|When my troops captured their 200,000th prisoner, I wanted to take a picture of him. But they said that I couldn't because it would be humiliation of a prisoner of war to ... show his face. So maybe we will just take a picture of his ass.
ESTP|If everybody is thinking the same thing, then somebody isn't thinking.
ESTP|I have often found myself in difficult and trying situations, where prompt decision and energetic action were necessary.
ESTP|He was the most roaring, rolicking, game-cocking ... fellow that ever lived.
ESTP|Jackson was a forceful man of action who chose his own path. ... He liked to keep his options open, but he was not indecisive.
ESTP|He was active, energetic, and dynamic. ... He was both a man's man and a ladies' man.
ESTP|We need to do things; not to talk about them.
ESTP|The average citizen is a very gullible individual.
ESTP|I need something physically active, with constant contact with all sorts of people in many kinds of places.
ESTP|What, after all, does the country want? It wants ... less long-winded speaking.
ESTP|He is my truest friend, he has the farthest vision; he is the greatest man I have ever known.
ESTP|I'm an idealist without illusions.
ESTP|All my life I've known better than to depend on the experts.
ESTP|In a crisis, be aware of the danger - but recognize the opportunity.
ESTP|Regardless of where or to whom he was speaking ... he focused on one overall ... theme: The need for the ... president to be a dynamic, active leader who could make bold decisions.
ESTP|Rules are mostly made to be broken.
ESTP|I had always loved athletics and the spirit of competition moved me to participate in as many sports as possible.
ESTP|Pacifism does not insure a nation peace or immunity from national insult. ... Any nation which would keep its self-respect must be prepared to defend itself.
ESTP|MacArthur is the bloodiest fighting man in this army. ... At every advance MacArthur ... will go forward with the first line.
ESTP|I don't make deals for the money. I have more than enough. I do it to do it.
ESTP|I try to learn from the past, but I plan for the future by focusing exclusively on the present. That's where the fun is.
ESTP|What separates the winners from the losers is how a person reacts to each new twist of fate.
ESTP|He would throw us in at the deep end and take great pride in watching us make it safely to the other side.
ESTP|The average person out there doesn't realize how easily they can be deceived by a clever operator.
ESTP|I know two things with great certainty: How to fool people, and more importantly, how they fool themselves.
ESTP|Scientists are susceptible to trickery because the con man is a very good provider of information. He supplies lots of data ... but it's false data. Scientists aren't used to that scenario.
ESTP|James Randi is my hero. James Randi is the modern Houdini, except better.
ESTP|Houdini offered rewards, never collected, for any 'supernatural' act he could not explain. ... Randi carries on in the same tradition.
ESTP|I am wild, full-blooded and a trifle reckless.
ESTP|Any truth is better than indefinite doubt.
ESTP|In my youth I had an eager nature which missed nothing in the way of fun and had a great capacity for enjoyment.
ESTP|As a boy I ... went out of my way to do really mischievous and outrageous things simply to show that my spirit was unbroken.
ESTP|Steel true. Blade straight. Arthur Conan Doyle.
ESTP|In order to write about life, you must first live it!
ESTP|Learning to ... live completely in the very second of the present with no before and no after is the greatest gift one can acquire.
ESTP|There isn't any symbolism in my writing. The sea is the sea. The old man is an old man. ... All the symbolism that people find is shit.
ESTP|Heaven would be ... two lovely houses in the town; one where I would have my wife and children and be monogamous and love them truly and well and the other where I would have my nine beautiful mistresses on nine different floors.
ESTP|We have been born once and cannot be born a second time. Don't postpone your happiness. Life is wasted by delaying.
ESTP|It is pointless for a man to pray to the gods for that which he has the power to obtain by himself.
ESTP|The nature of the soul makes us endlessly greedy for variations in lifestyle.
ESTP|The reason people become friends is to gain advantages.
ESTP|There never was such a thing as absolute justice, but only agreements made ... among men.
ESTP|Let natural consequences teach responsible behavior.
ESTP|The main thing is to keep the main thing the main thing.
ESTP|People don't do anything until they experience pain. It's too bad the pain of conscience isn't sufficient, but it isn't. ... It takes the pain of circumstance.
ESTP|Stephen Covey distinguishes between the 'Important' and the 'Urgent' ... pointing out ... that we are moved by the urgency rather than the importance of things.
ESTP|Both Carnegie and Covey's ... principles have been minimized by elitists as being ... 'common sense.' But as the saying goes, common sense is not so common.
ESTP|Enthusiasm, backed up by horse sense and persistence, is the quality that most frequently makes for success.
ESTP|I deal with the obvious. I present, reiterate, and glorify the obvious - because the obvious is what people need to be told.
ESTP|You need Carnegie's book to succeed in business, as well as in life.
ESTP|Carnegie's teachings changed my life.
ESTP|Dick Cheney ... is very busy working on his memoirs, tentatively titled, 'How to Shoot Friends and Interrogate People.'
ESTP|The one impulse in man which cannot be erased is his impulse toward freedom.
ESTP|Never regret yesterday. Life is in you today, and you make your tomorrow.
ESTP|I have lived no cloistered life and hold in contempt the wise man who has not lived.
ESTP|If a man wants to make a million dollars, the best way would be to start his own religion.
ESTP|When he wanted ... something from somebody he could put on a good charm act.
ESTP|Drinking magnified aspects of my personality that probably don't need to be larger than they are - made me more funny, more charming ... and more irrepressible.
ESTP|Under my presidency America will never seek a permission slip.
ESTP|Bush has the kind of intellect that goes straight to the point. You can get a bunch of academics in a room and they can talk for three hours and never actually get to the point. He will challenge them to get to the point.
ESTP|He makes impulsive, bold decisions and never looks back.
ESTP|Believe in the argument you're advancing. If you don't ... the other person will sense that something isn't there, and no amount of reasoning ... will win your case for you.
ESTP|I've slept with more women by accident than John F. Kennedy has slept with by design.
ESTP|He can be as gentle and solicitous as a nurse, but as ruthless and deceptive as a riverboat gambler.
ESTP|This boy Lyndon Johnson one day can wind up being the President of the United States. He's got it.
ESTP|No one can be at peace unless he has his freedom.
ESTP|I listen closely to the sound of a man's voice when he's speaking. I can hear sincerity.
ESTP|The more a man yelps, the more I know I have struck a nerve.
ESTP|Any time you find someone more successful than you are ... you know they're doing something that you aren't.
ESTP|If there's one thing that liberals, conservatives, communists, capitalists, vegetarians, teetotalers, pet lovers, bureaucrats, Republicans, and Democrats can all agree on, it's telling you how you should live your life.
ESTP|The times are so serious now that I find myself ... saying things that are sometimes pretty scary, but nobody else is willing to say them.
ESTP|I hardly ever read instruction manuals. I mean, just put everything where it looks like it goes and call it a day.
ESTP|Restlessness is discontent - and discontent is the first necessity of progress. Show me a thoroughly satisfied man, and I will show you a failure.
ESTP|Everything comes to him who hustles while he waits.
ESTP|Opportunity is missed by most people because it is dressed in overalls and looks like work.
ESTP|He is astonishingly practical in all his ideas.
ESTP|He had a down-to-earth manner and a frank opinion on most matters.
ESTP|Maybe Thomas Edison did a lot more to improve the world than Karl Marx.
ESTP|Why complain of your fate when you could so easily change it?
ESTP|I have as a tiny idiosyncrasy ... loving women perhaps a little too much.
ESTP|This is my guiding principle: Whenever justice has been denied me, I respond by taking matters into my own hands.
ESTP|I have ... a strong soul that has never known how to stoop and never will.
ESTP|Tyrants should learn ... not to choose for victims men like me whose penetrating gaze will reach down even unto their most secret thoughts.
ESTP|Properly read, Sade is funny. Satirizing Rousseau, point by point, he prefigures the theories of aggression in Darwin, Nietzsche, and Freud.
ESTP|Peace treaties, huh? - So much toilet paper!
ESTP|I am no moralist, but ... my problem with Himmler's genocide is that he killed women and children: I appreciate women, and I think it unsportsmanlike to kill children.
ESTP|Ribbentrop is a stupid ass.
ESTP|Goering was more entertaining company than anyone else.
ESTP|This American system of ours ... gives to each and every one of us a great opportunity if we only seize it with both hands and make the most of it.
ESTP|Don't get the idea that I'm one of these goddamn radicals. Don't get the idea that I'm knocking the American system.
ESTP|All I ever did was sell beer and whiskey to our best people.
ESTP|I'll have to hand it to Napoleon as the world's greatest racketeer. But I could have wised him up on some things.
ESTP|I am challenged by the audience. They're saying to me, 'We know what's coming next.' And I say, 'Do you?'
ESTP|I ... indulge very much in practical jokes, of a very high order. I derive great pleasure from it.
ESTP|The films I've made are about ordinary people. ... I've always gone for average man, the ordinary individual, going through extraordinary experiences. ... Whether I want to or not, I seem to gravitate toward that.
ESTP|He shortened the name for friends and introductions. 'It's Hitch,' he drawled, relishing the trap about to be sprung, 'without the cock.'
ESTP|What the eyes see and the ears hear, the mind believes.
ESTP|I never let up for a moment. I always have on my mind the thought that next year I must do something greater, something more wonderful.
ESTP|Things that seem wonderful to most men are the every-day commonplaces of my business.
ESTP|My chief task has been to conquer fear.
ESTP|He had the essential masculine quality of courage to a supreme degree. Nobody has ever done ... such reckless feats of daring.
ESTP|I don't believe in guilt, I believe in living on impulse.
ESTP|I never felt settled or calm. You can't really commit to life when you feel that.
ESTP|If you ask people what they've always wanted to do, most people haven't done it.
ESTP|I love being alive. And I love feeling free. If I can't have those things then I feel like a caged animal. ... I'd rather be dead.
ESTP|I've come close to ... many dangerous things in my life and taken many chances ... too far.
ESTP|She's a ballsy woman.
ESTP|My success has depended wholly on putting things over on people.
ESTP|You just have to keep on doing what you do. ... Keep going. Start by starting.
ESTP|Instant gratification is not soon enough.
ESTP|It's amazing how much you can get if you ... demand it.
ESTP|Under-preparation ... instills fear, and fear is galvanizing. It makes you break out of yourself. If you're prepared, then you think you're ready, and if you think you're ready, then you're not ready.
ESTP|I've been a rogue most of my life.
ESTP|Early on, if I was alone two three nights in a row, I'd start writing poems about suicide.
ESTP|I've always been wild at heart.
ESTP|He has charm but it is devious.
ESTP|Many times ... I've made a decision to leave someplace, even though it's a risk, because it just feels right. It's been a real pattern in my life.
ESTP|I enjoy switching tracks because it keeps giving me new stuff to live off and new experiences and new people to come in contact with.
ESTP|Kevin ... understands perception, how to ingratiate. He's also just naughty! ... He just has that twinkle in his eye!
ESTP|I am nimble and open and dexterous.
ESTP|He doesn't have trouble wiggling his way in anywhere. He is charm personified when he wants to be.
ESTP|As opposed to sitting and waiting for something to happen, I love to ... go after it.
ESTP|I think one of the most interesting talents you can have is the ability to know what's next.
ESTP|Get your foot in the door. ... That's what I did. I worked for free at a radio station. ... And I remembered everyone's name and what they did and ... worked my way up.
ESTP|Simon Cowell and I can say anything we want to each other. ... Anything is open game between he and I.
ESTP|I'm tough, ambitious, and I know exactly what I want. If that makes me a bitch, okay.
ESTP|Better to live one year as a tiger than a hundred as sheep.
ESTP|I stand for ... doing what you believe in and going after your dreams.
ESTP|I pay attention to what's going on around me. I'm always looking for new energy, new talent.
ESTP|I'm a man inside a woman's body.
ESTP|She is always riding the crest of the wave. She always saw trends way before anyone else.
ESTP|I don't live by ... rigid ... rules that make me feel all fenced in. I just live the way that I feel like, and that makes me feel very free.
ESTP|Things are more fun when you have something to prove.
ESTP|I'm intimidated by the fear of being average.
ESTP|It was always my theory that if you want to play in the same ballgame as the boys, you've got to work as hard as them.
ESTP|She's a very competitive girl.
ESTP|She's so tough! ... Sometimes she'll tell me: 'You should be a little mean sometimes.'
ESTP|I'm more of a boy than a girl.
ESTP|I don't take it personally when people write slurs about me. ... At least I'm making some copy.
ESTP|People love me because I'm a bigmouth.
ESTP|If a woman feels bad about herself because she's comparing herself with models, then there's something more seriously wrong with that woman than the fashion industry.
ESTP|She manages ... to be persuasively sexual ... when she dances, which she does with a vengeance and irritatingly well.
ESTP|Anna's not someone who takes you in hand. It's more she throws you in the water and you'll either sink or swim.
ESTP|She has gained a reputation for being incredibly intimidating.
ESTP|I do things that push me to a kind of dangerous edge. There is something in me that needs that.
ESTP|I think it is our business to do as many things as we can.
ESTP|I like to do something that's not expected, or predictable.
ESTP|I know acting is about preparation for a lot of people, but I like to feel real fear.
ESTP|Very often I've done the unexpected just to shake things up a bit.
ESTP|I still have a gypsy sense of adventure. I don't think I have slept in the same bed for more than three or four months my whole life.
ESTP|I decided to get a tattoo because it was the most shocking thing I could think of doing.
ESTP|You are what other people think you are. You can't avoid that.
ESTP|As a younger actress ... she had a reputation as an intensely competitive force.
ESTP|Women are criticized when they are very strong and very direct. ... Both men and women like women who are a little bit more apologetic and feminine, rather than women like me who own their position and go for it.
ESTP|People look at me and I know what they're thinking: 'Tough, demanding, bitch.'
ESTP|She has long been perceived as an intimidating woman.
ESTP|She is ... in many ways quite like a typical male interviewee.
ESTP|My great-grandmother was the mistress of your great-grandfather - so how about it?
ESTP|Growing up, Camilla was a regular tomboy with an extrovert personality and she was the focus of attention.
ESTP|She has the public image of an old-fashioned person from a distant era. Having met her I know she's not. She's bright, switched on and tuned in to the modern world.
ESTP|She cannot stand the thought of being ordered to take a more prominent role in public life.
ESTP|I'm not boring to be around. Something will always happen.
ESTP|When I got into acting, I lied and told the studio that I was 18. ... Before that, I worked illegally in a souvenir stand.
ESTP|A lot of the industry is lies, smoke and mirrors, and I learned it at a very young age. ... They're gonna lie to me; I'll lie right back.
ESTP|Fuck the system. I subscribe to my own way of operating.
ESTP|I enjoy the challenge of proving people wrong.
ESTP|If I only concentrated on one thing, I would limit myself in life.
ESTP|Many people come to set with a premeditated routine. I enjoy being able to break them out of that frame of mind, and get an animalistic response out of my partner.
ESTP|She has an uber-alpha attitude.
ESTP|There are some interesting similarities between Sasha Grey and Taylor Swift: Incredibly precocious for their ages and really ... ambitious.
